学校名称,学校标识码,主管部门,所在地,办学层次,备注,en-name(baidu),en-name(youdao)
成都理工大学工程技术学院,4151013668,四川省教育厅,乐山市,本科,民办,"College of Engineering and Technology, Chengdu University of Technology",Chengdu university of technology institute of engineering technology
四川传媒学院,4151013669,四川省教育厅,成都市,本科,民办,Sichuan Media College,Sichuan institute of media
成都信息工程大学银杏酒店管理学院,4151013670,四川省教育厅,成都市,本科,民办,"College of Ginkgo Hotel Management, Chengdu University of Information Engineering",Chengdu information engineering university of ginkgo hotel management college
成都文理学院,4151013671,四川省教育厅,成都市,本科,民办,Chengdu College of Arts and Sciences,Liberal arts college in chengdu
四川工商学院,4151013672,四川省教育厅,成都市,本科,民办,Sichuan Business College,Sichuan province industrial and commercial college
四川外国语大学成都学院,4151013673,四川省教育厅,成都市,本科,民办,Chengdu College of Sichuan Foreign Studies University,Chengdu institute of sichuan international studies university
成都医学院,4151013705,四川省,成都市,本科,,Chengdu Medical College,Chengdu medical college
四川工业科技学院,4151013816,四川省教育厅,德阳市,本科,民办,Sichuan Institute of Industrial Science and Technology,Sichuan industrial institute of technology
四川大学锦城学院,4151013903,四川省教育厅,成都市,本科,民办,Sichuan University,"Institute of sichuan university, chengdu"
西南财经大学天府学院,4151014037,四川省教育厅,绵阳市,本科,民办,"Tianfu College, Southwest University of Finance and Economics",Southwestern university of finance and economics institute of tianfu
四川大学锦江学院,4151014039,四川省教育厅,眉山市,本科,民办,Sichuan University Jinjiang College,Sichuan university jinjiang college
四川文化艺术学院,4151014043,四川省教育厅,绵阳市,本科,民办,Sichuan Academy of Culture and Art,Sichuan institute of culture and art
西南科技大学城市学院,4151014045,四川省教育厅,绵阳市,本科,民办,City College of Southwest University of Science and Technology,Southwest university of science and technology city college
西南交通大学希望学院,4151014262,四川省教育厅,南充市,本科,民办,Hope College of Southwest Jiaotong University,Southwest jiaotong university institute of hope
成都师范学院,4151014389,四川省,成都市,本科,,Chengdu Normal University,Chengdu normal college
四川电影电视学院,4151014410,四川省教育厅,成都市,本科,民办,Sichuan Film and Television Institute,Film and television institute in sichuan province
成都纺织高等专科学校,4151011553,四川省,成都市,专科,,chengdu textile college,Chengdu textile college
民办四川天一学院,4151011841,四川省教育厅,成都市,专科,民办,Private Sichuan Tianyi College,Run by the local sichuan tianyi college
成都航空职业技术学院,4151012064,四川省,成都市,专科,,chengdu aeronautic vocational and technical college,Chengdu institute of technology of profession of aviation
四川电力职业技术学院,4151012065,四川省,成都市,专科,,Sichuan Electric Vocational and Technical College,Sichuan electric power vocational technology college
成都职业技术学院,4151012635,四川省,成都市,专科,,Chengdu Vocational and Technical College,Chengdu vocational and technical college
四川化工职业技术学院,4151012637,四川省,泸州市,专科,,Sichuan Chemical Vocational and Technical College,Sichuan chemical industry professional technology institute
四川水利职业技术学院,4151012638,四川省,成都市,专科,,sichuan water conservancy vocational college,Sichuan water conservancy vocational and technical college
南充职业技术学院,4151012639,四川省,南充市,专科,,Nanchong Vocational and Technical College,Nanchong vocational and technical college
内江职业技术学院,4151012640,四川省,内江市,专科,,Neijiang Vocational & Technical College,Neijiang vocational and technical college
四川航天职业技术学院,4151012641,四川省,成都市,专科,,Sichuan Aerospace College of Vocational Technology,Sichuan aerospace vocational and technical college
四川邮电职业技术学院,4151012642,四川省,成都市,专科,,Sichuan Post and Telecommunications Vocational and Technical College,Sichuan post vocational and technical college
四川机电职业技术学院,4151012751,四川省,攀枝花市,专科,,Sichuan Vocational and Technical College of Mechatronics,Mechanical and electrical professional technology institute in sichuan province
绵阳职业技术学院,4151012753,四川省,绵阳市,专科,,Mianyang Vocational and Technical College,Mianyang vocational and technical college
四川交通职业技术学院,4151012761,四川省,成都市,专科,,sichuan vocational and technical college of communications,Sichuan traffic vocational and technical college
四川工商职业技术学院,4151012762,四川省,成都市,专科,,Sichuan Industrial and Commercial Vocational and Technical College,Industrial and commercial vocational and technical college in sichuan province
四川工程职业技术学院,4151012763,四川省,德阳市,专科,,Sichuan Engineering Technical College,Sichuan engineering professional technology institute
四川建筑职业技术学院,4151012764,四川省,德阳市,专科,,Sichuan College of Architectural Technology,Sichuan construction vocational and technical college
达州职业技术学院,4151012767,四川省,达州市,专科,,Dazhou Vocational and Technical College,Dazhou vocational and technical college
四川托普信息技术职业学院,4151012963,四川省教育厅,成都市,专科,民办,sichuan top it vocational institute,Sichuan top vocational college of information technology
四川国际标榜职业学院,4151012964,四川省教育厅,成都市,专科,民办,Polus International College,Sichuan international flaunt vocational college
成都农业科技职业学院,4151012965,四川省,成都市,专科,,Chengdu Vocational College of Agricultural Science and Technology,Chengdu agricultural science and technology vocational college
宜宾职业技术学院,4151012966,四川省,宜宾市,专科,,Yibin Vocational and Technical College,Yibin vocational and technical college
泸州职业技术学院,4151012967,四川省,泸州市,专科,,Luzhou Vocational and Technical College,Luzhou vocational and technical college
眉山职业技术学院,4151012968,四川省,眉山市,专科,,meishan vocational and technical college,Meishan vocational and technical college
成都艺术职业学院,4151012969,四川省教育厅,成都市,专科,民办,Chengdu Vocational College of Art,Chengdu art vocational college
四川职业技术学院,4151012970,四川省,遂宁市,专科,,Sichuan Vocational and Technical College,Sichuan vocational and technical college
乐山职业技术学院,4151013048,四川省,乐山市,专科,,leshan vocational and technical college,Leshan vocational and technical college
雅安职业技术学院,4151013049,四川省,雅安市,专科,,Yaan Vocational College,Ya 'an vocational and technical college
四川商务职业学院,4151013812,四川省,成都市,专科,,Sichuan Business Vocational College,Sichuan business vocational college
四川司法警官职业学院,4151013813,四川省,德阳市,专科,,Sichuan Judicial Police Officer Vocational College,The judicial police vocational college in sichuan province
广安职业技术学院,4151013814,四川省,广安市,专科,,Guang'an Vocational and Technical College,Cross vocational and technical college
四川信息职业技术学院,4151013815,四川省,广元市,专科,,sichuan information technology college,Sichuan institute of information technology
四川文化传媒职业学院,4151014004,四川省教育厅,成都市,专科,民办,Sichuan Vocational College of Culture and Media,Sichuan culture communication in vocational college
四川华新现代职业学院,4151014005,四川省教育厅,成都市,专科,民办,Sichuan Huaxin Modern Vocational College,Sichuan huaxin modern vocational college
四川管理职业学院,4151014006,四川省,成都市,专科,,Sichuan Management Vocational College,Sichuan vocational college management
